Session ID,Date,Latitude,Longitude
1,2023-09-14T05:57:47.965Z,59.924754857982975,10.774928507673515
1,2023-09-14T05:57:47.965Z,59.924754857982975,10.774928507673515
1,2023-09-14T05:57:47.965Z,59.924754857982975,10.774928507673515
1,2023-09-14T05:57:47.965Z,59.924754857982975,10.774928507673515
1,2023-09-14T05:57:47.965Z,59.924754857982975,10.774928507673515
1,2023-09-14T05:57:47.965Z,59.924451937362356,10.77523135379549
1,2023-09-14T05:57:47.965Z,59.924754857982975,10.774928507673515
1,2023-09-14T05:57:47.965Z,59.924754857982975,10.774928507673515
1,2023-09-14T05:57:47.965Z,59.92469646983254,10.774972768048723
1,2023-09-14T05:57:47.965Z,59.924693176544345,10.774907166293216
1,2023-09-14T05:57:47.965Z,59.92470909987977,10.774914246582874
1,2023-09-14T05:57:47.965Z,59.924710437877785,10.774901807305937
1,2023-09-14T05:57:47.965Z,59.924713490738995,10.77489997834151
1,2023-09-14T05:57:47.965Z,59.924721580621224,10.774866067885258
1,2023-09-14T05:57:47.965Z,59.92473981544163,10.77480938845328
1,2023-09-14T05:57:47.965Z,59.92475481331816,10.774795234270057
1,2023-09-14T05:57:47.965Z,59.92477838973177,10.77480913158577
1,2023-09-14T05:57:47.965Z,59.92481094234919,10.774768568989307
1,2023-09-14T05:57:47.965Z,59.92483865915735,10.774758687207086
1,2023-09-14T05:57:47.965Z,59.924861731601474,10.774779097515907
1,2023-09-14T05:57:47.965Z,59.92487044031255,10.774790315191844
1,2023-09-14T05:57:47.965Z,59.92487704732598,10.774791066239914
1,2023-09-14T05:57:47.965Z,59.924886862232235,10.774799365198387
1,2023-09-14T05:57:47.965Z,59.92488575144367,10.774780254263883
1,2023-09-14T05:57:47.965Z,59.92488798944519,10.774787117883818
1,2023-09-14T05:57:47.965Z,59.924893746290465,10.774791036100144
1,2023-09-14T05:57:47.965Z,59.92490767152108,10.774789166565949
1,2023-09-14T05:57:47.965Z,59.92493687493894,10.77483691183101
1,2023-09-14T05:57:47.965Z,59.92496850479534,10.774858597839602
1,2023-09-14T05:57:47.965Z,59.92499939543642,10.774881298637979
1,2023-09-14T05:57:47.965Z,59.92501850384694,10.774887218922101
1,2023-09-14T05:57:47.965Z,59.9250390308643,10.774903379988912
1,2023-09-14T05:57:47.965Z,59.92506087619244,10.774923785154943
1,2023-09-14T05:57:47.965Z,59.9250893407983,10.774966550028017
1,2023-09-14T05:57:47.965Z,59.92511492714966,10.774999677643228
1,2023-09-14T05:57:47.965Z,59.92513838365051,10.775038089267023
1,2023-09-14T05:57:47.965Z,59.92515150463625,10.77506879429135
1,2023-09-14T05:57:47.965Z,59.92516857572433,10.7750991824705
1,2023-09-14T05:57:47.965Z,59.92518728824333,10.77513165999402
1,2023-09-14T05:57:47.965Z,59.925206704204676,10.775142027155741
1,2023-09-14T05:57:47.965Z,59.925170462850915,10.775155157503507
1,2023-09-14T05:57:47.965Z,59.92518167425056,10.775173303227888
1,2023-09-14T05:57:47.965Z,59.92519118188692,10.775193190345854
1,2023-09-14T05:57:47.965Z,59.92520222379478,10.775200078453055
1,2023-09-14T05:57:47.965Z,59.92520734224243,10.775207209524151
1,2023-09-14T05:57:47.965Z,59.925214115122984,10.775202044614476
1,2023-09-14T05:57:47.965Z,59.92521536509142,10.775205641512285
1,2023-09-14T05:57:47.965Z,59.92521840113187,10.775203986877562
1,2023-09-14T05:57:47.965Z,59.92522370853683,10.77520223150403
1,2023-09-14T05:57:47.965Z,59.92523370111631,10.775198832829767
1,2023-09-14T05:57:47.965Z,59.925234256007066,10.775205090308676
1,2023-09-14T05:57:47.965Z,59.925233830639534,10.775200942023769
1,2023-09-14T05:57:47.965Z,59.92523767003726,10.775200854103536
1,2023-09-14T05:57:47.965Z,59.92523258079188,10.775181478440972
1,2023-09-14T05:57:47.965Z,59.925238074130704,10.77517413080709
1,2023-09-14T05:57:47.965Z,59.925247053890246,10.775160493695367
1,2023-09-14T05:57:47.965Z,59.925251168473714,10.775149365270655
1,2023-09-14T05:57:47.965Z,59.92525805682116,10.775130336691463
1,2023-09-14T05:57:47.965Z,59.925259585189856,10.775108737688454
1,2023-09-14T05:57:47.965Z,59.92526156411131,10.77508916884565
1,2023-09-14T05:57:47.965Z,59.92527045248029,10.775065571912478
1,2023-09-14T05:57:47.965Z,59.92528303252752,10.775057782423003
1,2023-09-14T05:57:47.965Z,59.92529063128448,10.77503570602319
1,2023-09-14T05:57:47.965Z,59.925305903416465,10.77501833475736
1,2023-09-14T05:57:47.965Z,59.925316722471585,10.77498877454711
1,2023-09-14T05:57:47.965Z,59.92532265989271,10.774961550854782
1,2023-09-14T05:57:47.965Z,59.92533302623946,10.77493539360313
1,2023-09-14T05:57:47.965Z,59.92535322507836,10.774913466338553
1,2023-09-14T05:57:47.965Z,59.92537451023853,10.77489602486249
1,2023-09-14T05:57:47.965Z,59.925388649626775,10.774877479395087
1,2023-09-14T05:57:47.965Z,59.92540472034161,10.774870934600072
1,2023-09-14T05:57:47.965Z,59.92541987103602,10.774856769187394
1,2023-09-14T05:57:47.965Z,59.925431819538524,10.774846158632638
1,2023-09-14T05:57:47.965Z,59.92544852565589,10.774824368343227
1,2023-09-14T05:57:47.965Z,59.92546848421956,10.774802794787403
1,2023-09-14T05:57:47.965Z,59.92547322626665,10.774785793410276
1,2023-09-14T05:57:47.965Z,59.92547961362607,10.77476897206162
1,2023-09-14T05:57:47.965Z,59.92547883496889,10.774765301763434
1,2023-09-14T05:57:47.965Z,59.9254795568759,10.774756970908845
1,2023-09-14T05:57:47.965Z,59.92548307077598,10.774741650436914
1,2023-09-14T05:57:47.965Z,59.925484405404156,10.774720383416946
1,2023-09-14T05:57:47.965Z,59.92549199801008,10.774699726011416
1,2023-09-14T05:57:47.965Z,59.92550679575804,10.774675140298086
1,2023-09-14T05:57:47.965Z,59.92552172473755,10.774656871794456
1,2023-09-14T05:57:47.965Z,59.925529383456364,10.774634758445321
